user_id,game_title,platform,genre,multiplayer,requires_special_device,price,playtime_hours,player_rating
5,Tomb Raider (2013),Nintendo Switch,Simulation,No,Yes,26.41,11.372527659659514,3.4
5,Call of Duty: Modern Warfare 2,PC,Puzzle,No,No,42.81,5.335506658673232,3.46
5,Rocket League,PlayStation,Simulation,No,Yes,38.11,6.643521544571411,2.27
5,Animal Crossing: New Horizons,PC,Shooter,No,No,21.17,5.201009328512713,2.64
5,Spelunky 2,Mobile,Action,No,No,37.91,8.511136933482057,1.91
5,Portal 2,Nintendo Switch,Simulation,Yes,No,56.89,12.70062908653011,2.85
5,Call of Duty: Modern Warfare 2,PlayStation,Simulation,Yes,No,50.33,8.685312423810988,2.59
5,Minecraft,Xbox,Fighting,Yes,No,22.19,2.345033360709709,2.03
5,Stardew Valley,Nintendo Switch,Party,No,Yes,22.33,3.452066307465837,1.82
5,Animal Crossing: New Horizons,PC,Puzzle,No,No,21.81,12.35545890496788,1.61
5,Half-Life: Alyx,Mobile,Sports,No,Yes,37.66,4.939629057906059,1.0
5,Hitman 3,PC,Fighting,Yes,No,45.57,3.2844967588144653,1.8
5,Just Dance 2024,PlayStation,RPG,No,No,48.12,10.231289680323078,3.04
5,Sid Meier’s Civilization VI,Mobile,Puzzle,No,No,40.5,6.804188142026295,1.48
5,Fortnite,PlayStation,Sports,No,No,32.31,7.687871589295714,1.64
5,Call of Duty: Modern Warfare 2,Nintendo Switch,Simulation,Yes,No,26.25,10.599671769518404,4.39
5,FIFA 24,Nintendo Switch,Action,No,Yes,59.58,5.621303823503096,2.22
5,Stardew Valley,Xbox,Strategy,Yes,No,32.83,6.0094905238572744,2.88
5,Pillars of Eternity II: Deadfire,PlayStation,Simulation,Yes,No,50.89,2.3983968683149453,3.23
5,Mario Kart 8 Deluxe,Mobile,Action,Yes,Yes,53.34,4.780181476450256,2.96
5,Hitman 3,PC,Party,No,No,41.02,6.846604657313042,1.53
5,Kingdom Hearts III,PC,Adventure,Yes,No,46.71,10.322024934015381,2.37
5,Street Fighter V,Xbox,Strategy,Yes,Yes,26.91,6.094635822349016,1.45
5,Portal 2,Nintendo Switch,Simulation,Yes,No,54.07,0.5,4.85
5,The Legend of Zelda: Breath of the Wild,Xbox,Simulation,Yes,No,48.69,7.4058999747054335,1.66
5,Overwatch 2,Nintendo Switch,Fighting,No,No,32.07,18.415543167009165,2.04
5,FIFA 24,Mobile,Simulation,No,Yes,49.74,11.39639587352721,2.07
5,Animal Crossing: New Horizons,PlayStation,Simulation,No,Yes,46.74,4.727790946091755,1.75
5,Red Dead Redemption 2,PlayStation,Fighting,Yes,No,39.62,6.946038547664051,3.48
5,Street Fighter V,PC,RPG,Yes,No,40.7,3.372313409153727,4.23
5,Street Fighter V,Mobile,Strategy,No,Yes,41.97,2.160462811087918,2.34
5,Super Mario Odyssey,Mobile,Strategy,Yes,No,57.68,5.422522271153986,1.73
5,Minecraft,Mobile,Simulation,No,Yes,58.84,8.315707529131991,1.23
5,Bioshock Infinite,Mobile,Shooter,Yes,No,24.63,0.5,2.37
5,Pillars of Eternity II: Deadfire,Mobile,Puzzle,Yes,Yes,38.34,2.1271017736534104,2.28
5,Fall Guys,PC,Strategy,No,Yes,47.43,6.721302635736731,2.21
5,Red Dead Redemption 2,Xbox,RPG,Yes,Yes,26.29,3.9795670600276147,2.65
5,Pokémon Scarlet & Violet,PC,Fighting,Yes,No,31.2,6.419825395490087,2.81
5,Pokémon Scarlet & Violet,Mobile,Simulation,Yes,No,40.9,3.051439330507323,3.0
5,Street Fighter V,PC,Sports,No,No,57.81,8.09329099703448,2.38
5,FIFA 24,PlayStation,Simulation,No,No,27.94,3.909105528914307,2.19
5,Tekken 7,Nintendo Switch,Simulation,No,Yes,59.59,21.395577976767555,3.64
5,Super Smash Bros. Ultimate,Nintendo Switch,Fighting,Yes,Yes,35.15,0.8304652534585496,2.59
5,Red Dead Redemption 2,PlayStation,Action,Yes,No,50.3,2.432610540217479,3.16
5,Bioshock Infinite,Xbox,Fighting,Yes,No,25.07,6.480301249038714,3.09
5,Pillars of Eternity II: Deadfire,PC,Puzzle,No,No,25.96,10.926478671421764,1.6
6,Street Fighter V,PC,Sports,No,Yes,38.61,8.9313721841791,2.1
6,Call of Duty: Modern Warfare 2,Xbox,Party,Yes,Yes,25.01,0.5,1.93
6,Pillars of Eternity II: Deadfire,Mobile,Strategy,No,Yes,25.37,7.583731838140237,3.7
6,Call of Duty: Modern Warfare 2,Mobile,Shooter,Yes,Yes,52.63,4.997757974129768,3.45
6,Kingdom Hearts III,PC,Strategy,No,Yes,53.53,7.256132077115179,3.5
6,Tomb Raider (2013),PC,Adventure,Yes,No,58.59,11.836424802515987,2.22
6,Among Us,Mobile,Strategy,Yes,Yes,29.68,9.282275362916035,2.79
6,Grand Theft Auto V,PC,Strategy,Yes,Yes,51.94,11.942019212648297,2.94
6,Cuphead,PC,Fighting,No,Yes,38.66,5.470097706254255,1.84
6,Kingdom Hearts III,PlayStation,Strategy,No,Yes,59.52,0.5,2.05
6,Stardew Valley,PC,Adventure,No,No,56.31,3.1003301866377124,2.07
6,Counter-Strike: Global Offensive,PC,Strategy,No,No,32.2,13.42457986226566,2.18
7,League of Legends,Mobile,Puzzle,Yes,Yes,53.06,8.52495471150584,2.3
7,Overwatch 2,Nintendo Switch,RPG,Yes,Yes,34.32,11.921714061554026,3.01
7,Half-Life: Alyx,Nintendo Switch,Fighting,Yes,No,36.31,11.024316811074586,2.52
7,Super Smash Bros. Ultimate,Nintendo Switch,Action,No,Yes,30.32,4.231180588207461,2.64
7,Stardew Valley,Mobile,RPG,Yes,Yes,43.16,6.307397122848049,1.89
7,Fortnite,PlayStation,Shooter,No,No,38.64,11.245940418179428,2.59
7,Just Dance 2024,PC,Simulation,No,No,29.93,3.216196911266185,2.96
7,Mario Kart 8 Deluxe,PlayStation,Sports,No,No,47.72,8.76383370542954,2.97
7,The Witcher 3: Wild Hunt,PC,Adventure,Yes,No,27.12,7.590858819910294,2.14
7,Portal 2,Xbox,Sports,No,Yes,51.89,5.641147277146332,2.61
7,Ghost of Tsushima,Xbox,Shooter,No,No,36.15,12.235235450471064,4.45
7,Half-Life: Alyx,Mobile,Fighting,Yes,Yes,50.55,13.96061206180298,2.74
7,The Sims 4,Mobile,Shooter,Yes,Yes,38.3,16.282165139467935,3.01
7,Pokémon Scarlet & Violet,Mobile,RPG,Yes,No,24.29,8.592405453375838,2.79
7,The Witcher 3: Wild Hunt,Nintendo Switch,Adventure,Yes,No,37.33,11.278027360232175,2.71
7,Hitman 3,Mobile,RPG,No,No,48.64,10.863354200781034,2.63
7,Tekken 7,Xbox,Shooter,Yes,No,46.06,9.894225939578659,3.16
7,League of Legends,PlayStation,Action,No,Yes,45.57,5.01296612164755,1.49
7,Street Fighter V,Mobile,Party,No,No,44.94,11.956985344583007,2.42
7,Call of Duty: Modern Warfare 2,Nintendo Switch,Fighting,Yes,Yes,38.24,6.642598906569717,2.46
7,Spelunky 2,Mobile,Simulation,Yes,Yes,42.09,2.4127505588347065,2.63
7,Super Smash Bros. Ultimate,PC,Sports,No,Yes,59.04,1.1437884804960996,2.1
7,Red Dead Redemption 2,Mobile,Simulation,Yes,No,50.26,5.066349006545107,2.79
7,1000-Piece Puzzle,Mobile,Shooter,Yes,Yes,27.8,7.764461676490592,3.54
8,Street Fighter V,Nintendo Switch,Shooter,Yes,No,24.02,5.798279098633498,3.27
8,Ghost of Tsushima,PC,Simulation,Yes,Yes,21.85,5.156043729390796,2.62
8,Minecraft,PlayStation,Simulation,No,Yes,39.4,3.241615648823996,2.65
8,Cuphead,PlayStation,Simulation,Yes,No,53.04,11.309800108440347,2.2
8,FIFA 24,PC,Simulation,No,No,57.12,0.7222007483613831,3.33
8,Rocket League,Xbox,Adventure,Yes,Yes,34.16,6.593221711010085,1.98
8,Tetris,Xbox,Simulation,Yes,No,34.94,11.527002025451205,3.06
8,Tetris,PlayStation,Party,Yes,No,56.7,6.644398508795928,2.5
8,The Legend of Zelda: Breath of the Wild,Nintendo Switch,Strategy,No,No,54.0,4.4508458201536065,1.76
8,Tekken 7,PC,Simulation,No,Yes,43.98,8.161174806673621,2.21
8,League of Legends,PlayStation,Simulation,Yes,No,24.71,16.282037783051088,4.47
8,Hades,Nintendo Switch,Sports,Yes,No,50.47,3.124115177058357,2.65
8,Super Mario Odyssey,Mobile,Action,Yes,Yes,32.79,10.337044444985565,1.83
8,Hitman 3,Xbox,Simulation,Yes,Yes,36.89,5.900238584281318,2.93
8,Sid Meier’s Civilization VI,PC,RPG,Yes,No,20.81,7.806803344982513,2.46
8,Tekken 7,Mobile,Puzzle,Yes,Yes,28.16,0.5,4.95
8,Bioshock Infinite,Mobile,Sports,No,No,35.76,8.439394698062687,2.71
8,Kingdom Hearts III,PlayStation,Fighting,No,Yes,48.13,8.829580440932965,2.24
8,Counter-Strike: Global Offensive,Nintendo Switch,Simulation,Yes,Yes,36.41,7.265882306108941,3.71
8,Spelunky 2,Nintendo Switch,Action,Yes,No,30.87,7.196543535169657,1.27
8,Call of Duty: Modern Warfare 2,Xbox,Simulation,Yes,No,23.39,12.647205727027881,3.05
8,Minecraft,PC,Simulation,No,No,26.98,5.5522490332061585,4.21
8,Among Us,Mobile,RPG,No,No,34.17,6.560769574609173,2.43
8,Red Dead Redemption 2,PlayStation,Simulation,No,No,34.5,5.550698947087251,1.72
8,Mario Kart 8 Deluxe,PlayStation,Fighting,No,Yes,26.89,3.873347201199746,2.28
8,Fall Guys,PlayStation,Sports,Yes,Yes,56.88,8.208225750917478,3.54
8,Counter-Strike: Global Offensive,PC,Strategy,Yes,Yes,51.95,7.4535456909015725,2.76
8,The Sims 4,PlayStation,Simulation,No,No,25.7,7.497141976212903,2.57
8,Tomb Raider (2013),Mobile,Simulation,No,Yes,37.97,4.029529816100345,2.16
8,Stardew Valley,Nintendo Switch,Simulation,No,No,39.07,4.771193786744369,2.31
8,Tekken 7,Nintendo Switch,Sports,Yes,No,31.78,7.685548780651846,2.82
8,Tetris,PlayStation,Simulation,Yes,No,23.93,7.500114143732626,4.44
8,Overwatch 2,PlayStation,Simulation,No,Yes,40.9,9.373288905124754,3.53
8,Overwatch 2,Mobile,Simulation,No,Yes,31.53,9.832463015226343,3.04
8,The Legend of Zelda: Breath of the Wild,Xbox,Simulation,Yes,No,25.01,9.450150330760595,2.06
9,Cuphead,Xbox,Puzzle,Yes,Yes,43.85,13.073333215727576,2.66
9,Hades,PlayStation,Sports,Yes,No,25.96,8.799819902070317,1.93
9,Kingdom Hearts III,Xbox,Action,Yes,Yes,54.09,13.070115860172324,2.77
9,The Sims 4,Xbox,RPG,Yes,Yes,36.77,6.374220684659459,2.11
9,The Sims 4,Mobile,Action,Yes,No,45.93,11.661890652225702,2.96
9,Bioshock Infinite,PlayStation,Adventure,Yes,Yes,49.35,8.555831592787946,2.53
9,Hades,Nintendo Switch,Puzzle,No,Yes,46.6,4.300436114581002,2.67
9,Ghost of Tsushima,Mobile,Shooter,No,No,53.16,5.085444289311436,2.85
9,Hitman 3,Xbox,Adventure,Yes,Yes,52.87,7.300027752174068,2.2
9,Among Us,PlayStation,Action,Yes,Yes,26.71,12.523816570361996,4.01
9,Animal Crossing: New Horizons,Mobile,Adventure,No,Yes,30.9,4.846820775540768,2.33
9,Just Dance 2024,Nintendo Switch,Puzzle,Yes,Yes,51.65,5.151689472630772,2.24
9,The Sims 4,Mobile,Fighting,Yes,Yes,36.98,9.262040519007218,2.89
9,Cuphead,PlayStation,Shooter,No,Yes,39.27,8.332409515945622,1.23
9,The Sims 4,Xbox,Fighting,No,No,35.4,6.669951543848068,1.99
9,Mario Kart 8 Deluxe,Xbox,Simulation,Yes,No,35.26,10.72819924039574,3.26
9,Sid Meier’s Civilization VI,Xbox,Shooter,No,No,49.88,4.344184486301558,1.32
9,Super Smash Bros. Ultimate,Xbox,Simulation,No,No,24.52,9.754159284744613,3.32
9,Fall Guys,PlayStation,RPG,No,Yes,40.89,6.6007612476309685,3.58
9,Portal 2,Mobile,Puzzle,Yes,No,51.6,13.684394740345304,2.26
9,Among Us,Nintendo Switch,Adventure,No,Yes,53.99,2.0964411516194272,2.72
9,Fortnite,Xbox,Sports,Yes,No,27.62,3.780734849353665,3.36
9,Pokémon Scarlet & Violet,Mobile,Action,Yes,No,24.64,9.768221998359088,2.48
9,Rocket League,Mobile,Shooter,No,Yes,46.68,6.2235884067635165,3.13
9,Pillars of Eternity II: Deadfire,PC,Action,Yes,No,36.06,15.952484358934607,2.34
9,Just Dance 2024,Xbox,Simulation,No,Yes,41.12,3.8412268750778,2.24
9,Call of Duty: Modern Warfare 2,PlayStation,Strategy,Yes,Yes,44.21,7.960594017547729,1.99
9,Fall Guys,Mobile,Sports,Yes,No,38.05,8.210240492912716,2.76
9,The Elder Scrolls V: Skyrim,PC,Puzzle,Yes,No,33.45,7.0216818721012935,3.33
9,Halo Infinite,Xbox,Shooter,Yes,Yes,59.59,3.296838530405549,2.51
9,Bioshock Infinite,Xbox,Strategy,No,Yes,41.0,9.830073476644392,1.69
9,Cuphead,PlayStation,Sports,Yes,No,54.13,8.383824340903072,1.76
9,Cuphead,Nintendo Switch,Action,No,Yes,37.62,10.498322098999626,3.08
9,The Elder Scrolls V: Skyrim,Nintendo Switch,Simulation,No,No,40.53,5.5108692180223855,3.79
9,Counter-Strike: Global Offensive,Nintendo Switch,Action,Yes,Yes,28.2,10.91649120289639,3.26
9,Fall Guys,Mobile,Action,No,No,45.44,6.650529949869563,2.42
9,Kingdom Hearts III,Xbox,Action,Yes,Yes,31.33,19.805888506386967,4.04
10,Mario Kart 8 Deluxe,Mobile,Adventure,No,No,26.31,9.173192857044077,3.14
10,Overwatch 2,Mobile,Fighting,Yes,No,46.44,10.979937693962603,2.93
10,Fortnite,Nintendo Switch,Adventure,Yes,Yes,48.91,8.84130643665456,1.52
10,Mario Kart 8 Deluxe,PC,Action,No,No,58.76,0.5,3.8
10,Red Dead Redemption 2,Xbox,RPG,Yes,No,57.38,6.242591201377748,1.7
10,Fall Guys,PlayStation,Sports,No,No,28.43,5.936026589389327,3.65
10,The Elder Scrolls V: Skyrim,Nintendo Switch,Adventure,Yes,No,25.63,15.325875181854798,4.22
10,Half-Life: Alyx,Nintendo Switch,Adventure,Yes,Yes,37.51,10.663098463949082,3.35
10,Among Us,Mobile,Simulation,Yes,No,33.35,5.742152694096048,1.98
10,Stardew Valley,Xbox,Sports,No,Yes,54.14,4.868469767361527,2.61
10,Bioshock Infinite,Nintendo Switch,Simulation,Yes,No,37.87,9.109695410013055,2.37
10,Bioshock Infinite,PlayStation,Strategy,Yes,No,20.47,5.918616946995273,2.83
10,Bioshock Infinite,Xbox,Strategy,Yes,No,20.82,4.272007307027412,2.64
10,Grand Theft Auto V,Mobile,Adventure,Yes,No,51.07,16.937978750479278,1.25
10,Hitman 3,Nintendo Switch,Sports,No,No,49.94,3.593242932509478,3.34
10,Half-Life: Alyx,Nintendo Switch,Adventure,Yes,No,56.04,9.248335760986423,2.82
10,Ghost of Tsushima,Nintendo Switch,Shooter,Yes,No,27.03,2.047434302578854,2.47
10,Minecraft,Mobile,Strategy,Yes,Yes,45.4,6.650370937098948,2.24
10,Call of Duty: Modern Warfare 2,PC,Adventure,Yes,Yes,43.25,3.7801984498804324,2.96
10,Street Fighter V,PC,Party,No,No,45.52,4.239140920045435,1.92
10,Fortnite,Nintendo Switch,Strategy,No,No,58.24,9.917412443390301,1.07
11,Tekken 7,Xbox,Simulation,Yes,Yes,25.46,2.311450608452954,2.37
11,Tetris,PlayStation,Sports,Yes,Yes,39.03,2.6920871899295173,1.45
11,The Witcher 3: Wild Hunt,Xbox,Shooter,No,Yes,36.36,2.2285835016429236,2.49
11,Ghost of Tsushima,PlayStation,Sports,Yes,No,22.76,5.932602955179407,1.37
11,FIFA 24,PC,Strategy,No,No,34.46,10.142099845328012,3.35
11,1000-Piece Puzzle,Xbox,Strategy,No,No,38.7,5.444358095307143,2.97
11,Pillars of Eternity II: Deadfire,Xbox,Party,No,Yes,27.76,3.5627954165192883,4.06
11,The Elder Scrolls V: Skyrim,Mobile,Action,No,Yes,51.71,2.0551972713931907,3.15
11,Pillars of Eternity II: Deadfire,PlayStation,Party,No,No,33.28,8.249590784067607,2.55
11,Pokémon Scarlet & Violet,PC,Sports,No,No,44.31,5.440192326767312,3.28
11,The Witcher 3: Wild Hunt,PC,Action,No,Yes,48.34,4.498808794227144,1.71
11,Super Mario Odyssey,Xbox,RPG,No,Yes,59.08,9.939912128084972,1.89
11,Bioshock Infinite,Xbox,Party,Yes,Yes,50.9,6.563676201297643,2.92
11,Just Dance 2024,PC,Strategy,No,No,21.19,16.052938038561464,1.47
11,Half-Life: Alyx,Nintendo Switch,Shooter,Yes,Yes,56.3,3.8068772894790004,2.49
11,1000-Piece Puzzle,Nintendo Switch,Strategy,Yes,Yes,55.76,6.754735908417522,1.89
11,Rocket League,Xbox,Party,No,No,50.31,9.413263829981656,3.04
11,Red Dead Redemption 2,PC,Strategy,No,No,58.28,1.7317994999438557,2.39
11,Pokémon Scarlet & Violet,PlayStation,Party,No,Yes,28.55,12.38876797001569,3.02
11,Overwatch 2,Xbox,Shooter,Yes,No,56.27,5.170710453182066,2.57
11,Ghost of Tsushima,PC,Adventure,No,Yes,32.64,8.613766234144492,3.61
11,Pillars of Eternity II: Deadfire,PC,RPG,No,Yes,51.38,4.271465327106431,2.69
11,FIFA 24,Nintendo Switch,RPG,Yes,No,51.95,5.088386032846971,2.02
11,Pokémon Scarlet & Violet,Xbox,Fighting,Yes,Yes,34.58,2.8328691001916133,2.33
11,Pokémon Scarlet & Violet,PC,Party,No,No,59.16,24.269988619254544,2.56
11,Halo Infinite,Nintendo Switch,Sports,No,No,29.2,6.619035858532342,2.86
11,Tetris,PlayStation,Simulation,Yes,Yes,34.28,5.91763381670222,2.91
11,The Sims 4,PlayStation,Puzzle,No,No,24.16,9.616618239325971,4.3
11,Super Mario Odyssey,Mobile,Action,Yes,Yes,59.62,8.192140366015074,2.08
11,Minecraft,PC,Fighting,No,Yes,53.2,9.465013316634497,2.5
11,Animal Crossing: New Horizons,PC,Sports,No,Yes,43.86,1.8136733206217768,2.22
11,Fall Guys,PC,Strategy,No,Yes,47.43,6.08287828781564,3.08
11,The Legend of Zelda: Breath of the Wild,PlayStation,Party,No,Yes,55.42,4.027461377214355,3.08
11,Tomb Raider (2013),Nintendo Switch,Action,No,No,21.08,7.810664668020077,2.54
11,The Legend of Zelda: Breath of the Wild,Xbox,Party,No,Yes,50.59,8.776340464180347,3.57
11,Spelunky 2,Nintendo Switch,Party,No,No,28.56,2.576470166829508,2.41
